age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,two_year_recid
28,M,African-American,Female,5,-1.0,0
52,F,African-American,Female,3,0.0,0
21,F,Hispanic,Male,1,-25.0,0
22,F,Hispanic,Female,1,-1.0,0
32,F,Hispanic,Male,3,0.0,0
25,F,African-American,Male,0,0.0,1
27,M,African-American,Female,0,-1.0,0
35,F,Caucasian,Male,0,0.0,0
40,M,African-American,Male,2,-1.0,0
29,F,Other,Female,0,-1.0,0
24,M,African-American,Male,2,-1.0,1
24,F,African-American,Male,10,0.0,1
36,F,Hispanic,Male,26,-1.0,1
26,F,Hispanic,Male,5,-1.0,0
50,F,Caucasian,Male,1,0.0,0
21,F,African-American,Male,1,-1.0,1
51,M,Hispanic,Male,0,-1.0,0
24,F,African-American,Male,2,-1.0,1
33,F,African-American,Male,11,-57.0,1
29,M,African-American,Male,3,-1.0,0
25,M,Caucasian,Female,0,0.0,0
38,F,African-American,Male,0,-1.0,1
46,F,Caucasian,Male,1,-1.0,0
33,M,African-American,Male,9,-28.0,1
31,F,Hispanic,Male,19,-1.0,1
21,M,Other,Male,0,-1.0,0
60,M,Other,Male,1,-1.0,1
39,F,African-American,Female,3,-1.0,1
23,F,African-American,Male,1,-39.0,0
23,M,African-American,Female,3,-169.0,1
35,F,African-American,Male,4,-1.0,0
49,F,Caucasian,Male,12,-1.0,1
26,M,Other,Male,1,-1.0,0
27,M,Caucasian,Male,0,0.0,0
22,F,African-American,Male,2,-1.0,0
29,F,African-American,Female,0,-1.0,1
31,M,African-American,Male,0,-1.0,0
31,F,Hispanic,Male,5,0.0,1
29,F,Hispanic,Female,0,0.0,0
65,F,Caucasian,Female,0,-1.0,0
34,M,Hispanic,Female,1,-5.0,0
24,F,Caucasian,Male,6,0.0,0
46,M,African-American,Male,0,0.0,0
26,F,Other,Male,3,-41.0,0
20,F,African-American,Male,0,0.0,1
29,F,African-American,Male,16,-1.0,1
29,F,African-American,Male,7,0.0,0
56,F,Caucasian,Female,3,-1.0,0
21,F,African-American,Male,0,0.0,0
40,F,African-American,Male,0,0.0,1
22,M,African-American,Male,2,-1.0,1
39,M,Caucasian,Male,0,-1.0,0
22,F,African-American,Male,1,0.0,1
27,F,Other,Female,5,-2.0,1
36,F,Caucasian,Male,1,0.0,0
30,F,African-American,Male,0,-1.0,0
56,F,Caucasian,Male,17,41.0,1
36,M,African-American,Male,0,-1.0,0
32,F,African-American,Male,0,-1.0,0
34,F,African-American,Female,5,-1.0,1
23,M,Other,Male,0,-1.0,0
52,M,Caucasian,Male,0,-1.0,0
20,F,Caucasian,Male,1,-1.0,1
38,M,African-American,Male,5,-1.0,0
46,M,Caucasian,Male,0,0.0,0
27,F,African-American,Male,0,-1.0,1
20,F,African-American,Male,2,-17.0,1
29,F,Caucasian,Female,1,-6.0,1
35,F,African-American,Female,7,-1.0,1
37,M,Caucasian,Male,1,-1.0,1
63,F,Caucasian,Male,0,-1.0,0
27,F,African-American,Male,1,-1.0,1
27,F,African-American,Male,0,-1.0,0
24,M,African-American,Male,2,0.0,1
30,F,Hispanic,Male,1,0.0,1
32,M,African-American,Male,13,680.0,1
25,F,Caucasian,Male,4,0.0,1
24,M,African-American,Male,10,-251.0,0
27,M,African-American,Male,0,0.0,0
48,M,African-American,Female,0,-1.0,0
26,M,African-American,Female,1,-23.0,0
58,F,Other,Male,0,0.0,0
23,F,Caucasian,Male,1,-20.0,1
22,M,Caucasian,Male,3,0.0,1
51,F,African-American,Female,4,-60.0,0
41,F,African-American,Male,0,-1.0,0
21,F,African-American,Male,0,-1.0,0
26,M,Other,Male,0,-1.0,0
39,M,African-American,Female,3,-1.0,0
46,M,Caucasian,Male,0,-1.0,0
22,M,African-American,Male,1,112.0,1
33,F,Other,Male,7,-1.0,1
36,F,African-American,Male,2,-1.0,1
20,F,Native American,Male,1,-5.0,1
32,M,Caucasian,Male,0,-1.0,0
38,M,African-American,Male,17,-1.0,1
64,M,Hispanic,Male,1,-2.0,0
22,F,African-American,Male,1,-1.0,1
69,M,Caucasian,Male,0,-7.0,1
26,F,African-American,Male,2,-23.0,0
27,M,African-American,Female,1,-1.0,1
30,M,Caucasian,Female,1,40.0,0
22,F,African-American,Male,2,-1.0,0
43,F,Caucasian,Female,0,0.0,0
24,F,Hispanic,Male,0,565.0,1
22,M,Caucasian,Male,2,-36.0,1
55,M,Caucasian,Female,0,-1.0,0
34,M,Hispanic,Male,0,0.0,0
20,F,African-American,Male,1,-1.0,0
22,M,African-American,Male,1,-1.0,1
29,F,African-American,Male,15,227.0,1
33,F,Caucasian,Male,9,-1.0,1
55,F,Caucasian,Male,7,0.0,0
22,F,African-American,Male,1,-1.0,0
55,F,African-American,Male,1,-1.0,0
43,F,Caucasian,Female,0,-2.0,1
21,F,African-American,Male,0,-1.0,1
38,F,African-American,Male,6,-52.0,0
23,F,African-American,Male,0,-1.0,0
28,M,Caucasian,Female,1,-2.0,0
45,F,Other,Male,0,0.0,0
39,F,African-American,Male,1,-1.0,0
79,M,Caucasian,Male,1,-22.0,0
48,F,Caucasian,Male,1,-1.0,0
20,F,Hispanic,Male,2,-1.0,1
31,M,African-American,Male,5,-1.0,0
30,M,Caucasian,Male,4,-3.0,1
32,F,African-American,Male,5,-1.0,1
56,M,Caucasian,Male,1,-1.0,0
43,M,African-American,Male,2,-1.0,0
20,F,Hispanic,Male,0,-1.0,0
27,F,African-American,Male,21,0.0,1
41,M,African-American,Male,0,-4.0,0
24,F,Other,Male,1,-1.0,0
43,M,African-American,Male,3,-4.0,1
33,F,African-American,Female,1,-1.0,0
22,F,African-American,Male,0,-1.0,0
34,F,African-American,Male,3,-1.0,0
36,M,Caucasian,Male,0,0.0,0
69,F,Caucasian,Male,0,-1.0,0
32,F,Caucasian,Male,5,-1.0,1
22,F,African-American,Male,1,0.0,1
46,F,Caucasian,Male,0,-1.0,0
34,M,Caucasian,Male,1,-14.0,0
32,M,Hispanic,Female,0,0.0,0
39,M,African-American,Male,0,-1.0,0
25,M,African-American,Male,6,-1.0,1
21,M,Hispanic,Female,0,-1.0,1
63,F,African-American,Male,9,0.0,1
24,F,Caucasian,Male,8,-1.0,1
29,M,Caucasian,Male,2,-2.0,0
20,F,African-American,Male,3,0.0,1
40,M,Caucasian,Female,0,-1.0,0
30,F,African-American,Male,7,0.0,1
36,M,Caucasian,Male,10,54.0,1
50,F,Caucasian,Male,5,-8.0,0
37,M,African-American,Male,4,-1.0,1
34,F,African-American,Male,1,0.0,0
35,F,Hispanic,Female,0,-1.0,0
31,M,African-American,Female,1,-1.0,1
23,F,Caucasian,Male,10,-1.0,0
22,F,Hispanic,Male,0,-1.0,1
37,F,Caucasian,Male,2,-1.0,1
20,F,Other,Male,0,-2.0,0
54,F,African-American,Male,22,83.0,1
26,F,Caucasian,Male,2,-1.0,0
34,F,African-American,Male,12,-1.0,1
59,M,Caucasian,Male,2,-15.0,1
37,M,Caucasian,Male,2,-12.0,0
38,F,Other,Male,0,-1.0,1
45,F,Caucasian,Male,1,-1.0,1
22,F,African-American,Male,1,-1.0,0
24,F,African-American,Male,3,26.0,1
25,F,African-American,Male,5,-1.0,0
24,F,African-American,Male,6,-1.0,1
20,M,African-American,Male,1,-1.0,1
32,F,Caucasian,Female,2,-1.0,1
39,F,Caucasian,Male,8,-75.0,0
49,F,African-American,Male,3,-1.0,1
20,F,African-American,Male,1,57.0,1
31,F,Caucasian,Male,11,-1.0,1
58,F,Caucasian,Male,7,-1.0,1
50,M,Hispanic,Male,2,0.0,0
26,F,African-American,Male,11,-1.0,1
20,F,African-American,Male,1,-20.0,0
39,F,Caucasian,Male,1,-48.0,0
51,M,Caucasian,Male,1,-1.0,1
30,M,African-American,Male,2,-1.0,0
39,M,Other,Male,0,-1.0,0
26,F,Caucasian,Male,9,-84.0,1
26,F,African-American,Male,2,-1.0,0
35,F,African-American,Male,13,-188.0,1
20,M,Other,Male,0,-1.0,0
51,F,Caucasian,Female,7,-157.0,0
26,F,Caucasian,Female,0,-4.0,0
26,F,African-American,Male,5,-1.0,0
20,F,Caucasian,Male,0,-1.0,0
28,F,African-American,Male,0,0.0,1
23,M,African-American,Male,1,-1.0,1
21,M,African-American,Female,0,-4.0,0
25,F,Other,Male,0,-1.0,1
30,F,Caucasian,Male,0,-1.0,0
21,F,Caucasian,Male,2,-3.0,1
20,F,Caucasian,Male,1,13.0,1
24,F,Caucasian,Male,5,16.0,1
35,F,African-American,Male,22,0.0,1
27,F,Other,Female,0,-1.0,1
50,F,Caucasian,Male,2,-1.0,1
25,M,African-American,Male,5,-1.0,0
31,M,African-American,Male,12,-1.0,1
26,F,African-American,Male,0,-1.0,0
22,F,African-American,Male,0,-1.0,0
29,F,African-American,Male,0,0.0,0
33,F,Other,Male,2,0.0,1
52,F,Caucasian,Male,1,-1.0,0
37,M,Hispanic,Male,0,-1.0,1
21,F,African-American,Male,0,-1.0,0
21,F,Caucasian,Male,1,0.0,0
20,F,Caucasian,Female,0,0.0,1
43,M,Hispanic,Male,1,-1.0,1
30,F,Caucasian,Male,1,-1.0,1
33,M,African-American,Female,3,0.0,1
24,F,African-American,Male,3,0.0,0
52,M,Hispanic,Female,0,-1.0,1
30,F,African-American,Female,11,0.0,1
30,M,Caucasian,Female,0,-1.0,0
47,F,African-American,Male,13,0.0,1
41,M,African-American,Male,9,-1.0,0
21,F,Hispanic,Male,4,-1.0,1
48,F,Caucasian,Male,6,-26.0,0
52,F,African-American,Male,2,-1.0,1
34,M,African-American,Female,1,-1.0,0
35,F,Caucasian,Male,0,-1.0,1
25,F,Other,Male,1,-1.0,1
24,F,African-American,Male,1,-1.0,1
31,F,Hispanic,Male,1,583.0,0
43,F,African-American,Male,3,93.0,1
25,M,African-American,Male,1,0.0,0
34,F,African-American,Male,20,-1.0,1
25,F,African-American,Male,2,-1.0,1
24,F,Hispanic,Male,4,-1.0,1
56,F,Caucasian,Male,6,-1.0,0
23,F,African-American,Male,0,0.0,0
21,M,Caucasian,Male,0,-1.0,0
66,M,Caucasian,Male,0,-1.0,0
28,M,African-American,Male,7,-1.0,0
29,M,Caucasian,Male,0,0.0,0
22,F,Caucasian,Male,3,0.0,1
39,F,Caucasian,Male,0,-1.0,0
33,M,African-American,Male,9,-1.0,1
29,F,Caucasian,Male,2,-1.0,1
31,F,Caucasian,Male,1,-1.0,0
22,M,African-American,Male,0,-1.0,0
22,M,Caucasian,Female,0,-1.0,0
35,F,Caucasian,Male,3,0.0,0
29,F,Caucasian,Male,3,-1.0,1
56,F,Caucasian,Male,1,-1.0,0
34,F,African-American,Female,0,-1.0,0
23,F,African-American,Male,1,-1.0,1
27,F,African-American,Male,1,0.0,1
43,F,Caucasian,Male,2,-1.0,0
38,F,Caucasian,Male,0,-1.0,0
39,F,Caucasian,Male,3,-1.0,0
24,F,African-American,Male,1,-1.0,1
26,M,African-American,Male,2,0.0,0
55,M,Caucasian,Female,0,-1.0,0
35,F,African-American,Male,1,-1.0,1
61,F,African-American,Male,25,-1.0,0
33,M,Other,Male,0,-1.0,0
40,F,Caucasian,Male,4,0.0,0
33,F,African-American,Male,3,0.0,0
26,F,Caucasian,Male,0,-1.0,1
32,F,Caucasian,Male,15,0.0,1
28,F,African-American,Male,0,-1.0,0
45,M,Caucasian,Male,0,-1.0,0
30,F,Caucasian,Male,0,-1.0,1
57,F,Caucasian,Female,4,-1.0,0
26,F,African-American,Male,3,-1.0,1
35,F,African-American,Male,1,-1.0,0
54,F,Hispanic,Male,0,0.0,0
29,F,African-American,Female,0,-1.0,0
40,M,Caucasian,Female,0,-1.0,0
28,F,Caucasian,Male,1,-1.0,1
25,M,African-American,Female,0,-1.0,0
44,M,African-American,Male,3,-1.0,0
48,M,Caucasian,Male,1,-31.0,0
59,F,Caucasian,Female,1,-302.0,0
23,F,Caucasian,Male,4,-1.0,1
29,F,African-American,Male,0,-1.0,0
56,M,Caucasian,Male,0,-4.0,0
27,M,African-American,Female,0,-1.0,0
29,M,Caucasian,Female,0,-1.0,0
34,M,Caucasian,Female,4,-1.0,0
22,F,African-American,Female,0,0.0,0
40,F,Caucasian,Male,5,7.0,1
31,F,Caucasian,Male,0,-1.0,0
47,F,African-American,Male,3,-1.0,0
24,F,African-American,Male,8,-1.0,1
20,F,Caucasian,Female,1,-49.0,0
39,F,African-American,Male,4,-1.0,0
29,F,African-American,Male,10,0.0,1
30,F,Hispanic,Male,2,-1.0,0
26,F,African-American,Female,4,-1.0,1
61,M,African-American,Male,2,0.0,0
37,M,Hispanic,Male,3,0.0,0
38,F,Other,Male,1,-1.0,1
24,F,Caucasian,Male,2,176.0,1
30,M,African-American,Male,0,-1.0,0
20,M,African-American,Male,0,-1.0,1
56,F,African-American,Male,22,-1.0,1
50,F,Caucasian,Female,3,0.0,1
47,F,Other,Male,0,-1.0,0
56,F,Caucasian,Male,5,-238.0,0
58,F,Hispanic,Female,1,-345.0,0
30,F,African-American,Male,10,18.0,1
28,M,African-American,Male,12,-69.0,1
59,M,African-American,Male,1,-1.0,0
20,F,African-American,Male,1,-1.0,1
23,M,Caucasian,Male,4,-1.0,1
28,F,Caucasian,Female,2,-3.0,1
50,F,Hispanic,Male,3,-1.0,1
35,M,Caucasian,Male,3,0.0,1
22,F,African-American,Male,1,0.0,1
41,F,Hispanic,Female,0,-1.0,0
22,F,African-American,Male,0,-1.0,0
46,M,African-American,Male,3,-33.0,1
61,F,African-American,Male,8,-22.0,1
26,F,African-American,Male,5,-1.0,0
44,F,Caucasian,Male,1,0.0,0
34,M,African-American,Female,0,-1.0,1
29,F,Caucasian,Male,1,3.0,1
20,F,Hispanic,Male,1,34.0,1
29,M,African-American,Male,8,-1.0,0
48,F,African-American,Male,5,-1.0,1
31,M,African-American,Female,0,-5.0,0
21,F,Caucasian,Male,2,-10.0,0
34,F,Caucasian,Male,4,-1.0,0
54,F,African-American,Male,21,-1.0,0
20,F,Caucasian,Male,4,-1.0,0
31,F,Caucasian,Male,1,-1.0,1
22,M,Caucasian,Male,0,0.0,0
36,M,African-American,Male,6,-1.0,0
34,F,African-American,Male,9,-1.0,1
50,M,African-American,Male,15,-1.0,0
47,F,Native American,Male,22,0.0,1
49,M,Other,Female,0,-1.0,0
25,F,African-American,Female,7,-102.0,1
31,M,African-American,Male,1,-1.0,0
49,F,African-American,Male,10,-1.0,1
21,F,African-American,Male,2,-1.0,0
26,F,African-American,Female,5,-1.0,1
29,F,Other,Male,0,-1.0,0
61,F,Hispanic,Male,0,-1.0,0
25,F,Caucasian,Female,2,16.0,1
26,F,Other,Female,1,-31.0,0
38,F,Caucasian,Male,5,-1.0,0
35,M,Caucasian,Male,2,-1.0,0
50,F,African-American,Male,10,-48.0,0
55,F,Other,Male,8,-1.0,1
32,F,African-American,Male,4,0.0,1
29,F,Caucasian,Male,1,-18.0,0
46,F,Caucasian,Male,0,0.0,0
53,M,Caucasian,Male,1,-1.0,0
27,F,Caucasian,Female,1,-1.0,1
29,F,Caucasian,Male,4,-2.0,0
26,F,Other,Male,0,-1.0,1
23,M,African-American,Male,3,-1.0,1
43,M,Hispanic,Male,3,21.0,1
24,M,Caucasian,Male,1,-1.0,0
33,F,African-American,Male,18,0.0,1
32,M,African-American,Male,1,-1.0,1
38,F,African-American,Female,7,0.0,1
40,F,African-American,Male,20,-1.0,0
36,M,African-American,Female,1,-1.0,0
34,F,African-American,Male,16,-1.0,1
41,M,Caucasian,Male,1,-1.0,1
57,F,Caucasian,Male,7,-1.0,0
26,F,African-American,Male,1,-1.0,0
39,F,Caucasian,Male,2,-88.0,1
45,F,African-American,Male,0,0.0,1
26,F,African-American,Male,2,-7.0,0
48,F,Caucasian,Female,0,-1.0,0
52,M,Caucasian,Male,7,-1.0,0
22,F,Hispanic,Male,2,-1.0,1
43,M,African-American,Female,0,-1.0,0
24,F,Caucasian,Male,3,0.0,0
27,F,African-American,Male,11,-1.0,1
23,F,Hispanic,Male,2,-1.0,0
56,F,African-American,Male,28,-69.0,0
28,F,African-American,Male,2,-1.0,1
21,F,African-American,Male,0,0.0,0
33,M,African-American,Male,5,-1.0,1
25,F,African-American,Male,1,-1.0,1
36,F,African-American,Male,17,-1.0,1
25,F,Caucasian,Female,0,0.0,0
46,M,Caucasian,Male,0,-1.0,0
24,F,African-American,Female,0,0.0,0
28,F,African-American,Male,4,0.0,1
28,M,African-American,Male,12,-2.0,1
23,M,African-American,Male,0,0.0,1
24,M,Other,Male,0,0.0,0
40,M,Hispanic,Male,0,0.0,0
36,M,Hispanic,Male,1,0.0,0
50,M,Caucasian,Male,1,-1.0,1
24,M,Caucasian,Male,0,0.0,0
55,F,African-American,Female,2,-1.0,0
22,F,African-American,Male,0,-1.0,1
38,F,African-American,Male,14,-1.0,0
31,F,African-American,Male,1,-1.0,0
30,F,African-American,Female,3,-1.0,0
52,F,Caucasian,Male,1,714.0,0
37,F,African-American,Male,16,-1.0,1
41,M,Caucasian,Female,1,0.0,0
20,F,African-American,Male,0,-1.0,1
21,M,Caucasian,Male,0,0.0,1
22,M,Caucasian,Male,1,0.0,0
38,M,African-American,Male,7,-1.0,0
31,F,African-American,Male,0,-1.0,0
28,F,Caucasian,Male,0,0.0,0
21,F,Hispanic,Male,2,-1.0,1
39,F,African-American,Male,1,-1.0,0
34,F,African-American,Male,22,-1.0,1
32,F,Caucasian,Male,2,293.0,0
45,M,Hispanic,Male,0,0.0,0
36,M,African-American,Male,7,-32.0,0
24,M,African-American,Male,0,-1.0,1
27,F,African-American,Male,9,-1.0,1
30,F,Hispanic,Male,0,0.0,0
61,M,African-American,Male,8,-35.0,0
43,F,African-American,Male,2,0.0,0
26,F,African-American,Male,1,-1.0,0
32,F,African-American,Male,7,-1.0,0
57,F,Caucasian,Female,2,-1.0,0
40,M,Caucasian,Female,0,0.0,0
33,F,Caucasian,Male,6,-1.0,1
30,F,African-American,Male,2,-1.0,1
29,M,Caucasian,Male,1,-1.0,0
21,F,Caucasian,Female,1,132.0,0
36,M,African-American,Male,2,-4.0,0
59,F,African-American,Male,17,-189.0,0
35,F,African-American,Male,6,0.0,1
49,M,Hispanic,Male,0,-1.0,0
26,F,Hispanic,Male,5,0.0,1
21,F,African-American,Male,2,-1.0,1
49,F,African-American,Male,29,-1.0,1
23,F,Hispanic,Male,1,87.0,0
37,M,African-American,Female,23,0.0,1
33,M,Hispanic,Male,0,-1.0,0
20,F,African-American,Male,1,39.0,1
28,F,Caucasian,Male,1,-39.0,0
29,F,African-American,Male,3,0.0,1
25,F,African-American,Male,1,0.0,1
20,F,African-American,Male,2,-1.0,1
30,M,Caucasian,Male,3,-39.0,1
55,F,African-American,Male,5,-1.0,0
26,M,Caucasian,Male,0,-1.0,0
52,F,Caucasian,Female,6,-13.0,0
52,F,African-American,Male,16,-1.0,1
27,F,Hispanic,Male,1,-1.0,1
60,M,Caucasian,Male,2,-1.0,0
44,M,Caucasian,Male,0,-1.0,0
30,F,Hispanic,Male,1,-18.0,0
25,M,African-American,Female,2,-1.0,0
20,F,Caucasian,Female,4,-1.0,1
28,F,Caucasian,Male,3,-1.0,1
39,M,African-American,Male,3,-39.0,0
22,F,Caucasian,Male,1,-12.0,0
24,F,Caucasian,Male,1,-1.0,1
28,F,African-American,Female,0,-1.0,0
35,F,African-American,Male,10,-28.0,1
30,M,Caucasian,Male,0,0.0,0
22,F,African-American,Male,0,-1.0,1
39,F,African-American,Male,9,0.0,0
46,F,Other,Female,1,-1.0,0
47,M,Other,Male,3,-1.0,0
26,M,African-American,Male,5,-1.0,0
33,F,African-American,Male,3,-130.0,0
23,F,African-American,Female,0,-1.0,0
52,F,African-American,Female,0,0.0,1
22,M,African-American,Female,0,-1.0,1
54,F,Caucasian,Male,0,-1.0,0
50,M,African-American,Male,2,0.0,0
20,F,African-American,Male,2,-1.0,1
25,F,Caucasian,Male,1,-1.0,0
46,F,Caucasian,Female,0,0.0,0
26,F,African-American,Male,1,123.0,1
22,M,Caucasian,Male,0,-1.0,0
38,F,Caucasian,Male,10,0.0,1
36,F,Hispanic,Female,9,-1.0,1
34,F,African-American,Female,5,-1.0,1
18,F,African-American,Male,4,7.0,1
26,F,Caucasian,Female,3,-1.0,1
23,F,Caucasian,Female,0,-1.0,0
32,M,Hispanic,Female,8,-8.0,1
44,M,Caucasian,Male,1,0.0,1
53,F,Caucasian,Male,9,-1.0,1
27,F,African-American,Male,6,841.0,0
27,F,African-American,Male,4,0.0,1
25,F,Caucasian,Male,2,0.0,0
48,F,Caucasian,Male,18,48.0,1
19,F,Caucasian,Male,1,-1.0,1
53,F,Caucasian,Male,0,-1.0,0
39,M,African-American,Male,0,-3.0,0
37,F,Other,Male,2,-1.0,1
27,F,African-American,Male,6,0.0,1
29,F,Caucasian,Female,1,-45.0,1
21,F,African-American,Female,2,-10.0,1
24,F,African-American,Female,7,-1.0,0
33,M,Caucasian,Male,0,-1.0,0
24,M,Caucasian,Female,1,-24.0,0
46,F,Caucasian,Male,1,-4.0,0
32,F,Hispanic,Male,7,-1.0,0
24,F,Hispanic,Male,2,-25.0,0
38,F,Caucasian,Female,0,-1.0,0
30,F,African-American,Male,13,0.0,1
26,M,African-American,Male,27,-1.0,1
57,F,Caucasian,Male,2,-28.0,0
43,F,Caucasian,Male,0,-1.0,0
22,M,African-American,Male,0,0.0,0
28,M,African-American,Female,9,-12.0,1
51,F,Caucasian,Male,3,-1.0,0
41,F,Hispanic,Male,3,-1.0,0
24,F,Caucasian,Male,1,-1.0,0
48,F,African-American,Male,3,-1.0,1
26,M,Caucasian,Male,0,-1.0,1
31,F,African-American,Male,6,0.0,1
27,M,African-American,Male,6,-1.0,0
25,M,African-American,Male,0,-1.0,0
56,M,Caucasian,Male,3,0.0,0
29,M,African-American,Female,1,-1.0,0
30,F,Caucasian,Female,3,-1.0,1
21,F,African-American,Male,0,-1.0,0
22,F,Caucasian,Male,1,-2.0,1
28,M,African-American,Female,0,-1.0,0
35,F,African-American,Male,2,0.0,0
23,F,Caucasian,Male,0,-1.0,0
48,F,African-American,Male,4,0.0,0
22,M,Caucasian,Male,4,-1.0,1
37,F,African-American,Male,2,0.0,0
33,F,African-American,Male,0,-1.0,0
23,F,African-American,Male,5,-1.0,1
22,M,African-American,Male,0,-1.0,1
24,F,African-American,Male,0,0.0,0
44,M,African-American,Male,2,-1.0,0
26,M,African-American,Male,4,624.0,0
26,M,African-American,Female,0,-1.0,0
29,F,African-American,Male,2,-1.0,0
26,F,Hispanic,Male,0,-1.0,0
30,M,Caucasian,Male,1,-1.0,0
23,F,African-American,Male,1,-1.0,1
42,F,Other,Male,1,-2.0,0
28,F,African-American,Female,0,-1.0,1
20,F,African-American,Male,0,-1.0,0
24,M,Caucasian,Female,7,-1.0,0
36,F,Other,Female,6,-21.0,1
37,F,African-American,Male,6,-1.0,1
21,F,African-American,Female,1,-1.0,0
27,F,African-American,Male,8,-1.0,1
26,F,African-American,Male,2,-1.0,1
42,M,Caucasian,Male,0,0.0,0
23,F,African-American,Male,8,-1.0,1
43,F,Caucasian,Male,1,-131.0,0
55,M,Caucasian,Female,0,-3.0,0
38,F,Caucasian,Male,0,53.0,1
24,F,Caucasian,Male,1,-1.0,1
23,M,African-American,Male,0,0.0,0
64,F,African-American,Female,0,-1.0,0
48,M,Other,Male,0,-1.0,0
32,F,African-American,Male,11,805.0,1
39,F,African-American,Female,0,0.0,1
30,M,Caucasian,Male,0,-1.0,0
22,M,African-American,Female,1,-3.0,0
20,F,African-American,Male,2,0.0,1
21,F,African-American,Male,0,-1.0,1
24,F,Caucasian,Male,0,0.0,0
49,M,Hispanic,Male,2,-40.0,0
50,F,Caucasian,Male,2,-32.0,0
30,M,African-American,Male,3,-1.0,0
51,F,African-American,Male,12,21.0,1
21,M,African-American,Male,2,111.0,1
21,F,African-American,Male,1,-1.0,1
31,F,African-American,Male,1,-1.0,0
23,M,African-American,Male,2,-1.0,1
23,M,Hispanic,Male,0,-1.0,0
32,F,African-American,Male,4,-1.0,1
28,F,African-American,Male,11,-1.0,1
50,F,Caucasian,Male,16,-68.0,1
24,F,African-American,Male,0,-1.0,0
19,F,African-American,Female,1,-1.0,1
31,M,Other,Male,1,0.0,0
29,F,African-American,Male,3,0.0,1
41,F,African-American,Male,6,-1.0,1
28,M,African-American,Male,4,-1.0,1
29,F,Caucasian,Male,6,-1.0,1
49,F,Caucasian,Male,0,-1.0,0
42,M,Caucasian,Male,0,0.0,0
38,M,African-American,Male,4,-1.0,0
22,F,African-American,Male,3,-1.0,1
46,M,Caucasian,Male,0,-1.0,1
38,F,African-American,Male,0,-1.0,1
36,F,African-American,Male,0,-1.0,0
27,M,African-American,Female,10,-58.0,1
22,F,Caucasian,Male,6,-1.0,1
29,M,African-American,Male,11,-1.0,0
23,F,African-American,Male,6,40.0,1
39,M,African-American,Male,2,-1.0,0
47,M,Caucasian,Male,0,-1.0,0
26,F,African-American,Male,7,-1.0,1
21,F,African-American,Female,0,-4.0,1
55,F,African-American,Male,12,-40.0,0
63,M,African-American,Male,2,-1.0,0
27,F,African-American,Male,2,-1.0,1
55,M,Caucasian,Male,27,-1.0,0
57,M,Caucasian,Male,21,-33.0,1
54,M,Other,Male,2,-1.0,1
26,F,Caucasian,Male,0,-1.0,1
37,M,Caucasian,Male,1,-9.0,0
25,M,African-American,Male,4,-170.0,0
34,F,African-American,Male,0,-1.0,0
48,F,Hispanic,Female,4,-6.0,1
25,F,African-American,Male,2,-1.0,1
57,F,Other,Male,0,-1.0,0
46,F,Caucasian,Male,2,-55.0,0
21,F,Hispanic,Male,0,-1.0,1
32,F,African-American,Male,8,-1.0,0
25,F,African-American,Female,5,-1.0,1
35,F,African-American,Male,4,96.0,1
33,F,African-American,Female,2,-1.0,1
26,F,African-American,Male,2,-1.0,1
49,F,Caucasian,Male,10,302.0,1
29,M,African-American,Male,2,-1.0,0
28,M,Caucasian,Male,6,0.0,1
53,F,African-American,Male,20,-3.0,0
57,M,Hispanic,Male,1,-15.0,0
29,F,African-American,Male,3,-119.0,1
27,F,Caucasian,Male,0,-1.0,0
48,F,Caucasian,Male,0,-1.0,0
29,M,Hispanic,Male,0,0.0,1
25,M,Caucasian,Male,1,0.0,1
67,F,Caucasian,Male,0,-1.0,0
29,M,African-American,Male,2,0.0,0
53,F,African-American,Female,3,-1.0,0
23,F,Caucasian,Male,1,-40.0,0
49,F,African-American,Male,0,-4.0,0
44,M,Caucasian,Female,0,-1.0,0
55,F,Hispanic,Female,0,-1.0,0
26,F,African-American,Male,10,-1.0,1
51,F,Caucasian,Male,2,-64.0,1
46,M,African-American,Male,0,-1.0,0
30,F,Caucasian,Male,1,-1.0,1
48,F,African-American,Female,0,-1.0,1
77,M,African-American,Male,1,-1.0,1
21,F,African-American,Male,2,-1.0,1
46,F,Caucasian,Male,11,-122.0,1
54,F,African-American,Male,4,-1.0,1
54,F,Caucasian,Male,3,-1.0,0
26,F,African-American,Male,15,-1.0,0
23,F,African-American,Male,8,0.0,1
27,F,Hispanic,Male,1,-86.0,0
39,F,Caucasian,Male,2,0.0,0
35,F,Hispanic,Male,13,-1.0,0
29,M,African-American,Male,1,-1.0,1
30,M,African-American,Male,9,-1.0,1
41,F,African-American,Male,6,-1.0,0
32,M,African-American,Male,1,-1.0,0
48,M,African-American,Male,12,-24.0,0
39,F,Caucasian,Male,2,-120.0,0
52,M,African-American,Male,0,-1.0,1
31,F,African-American,Male,3,0.0,1
22,F,Caucasian,Male,1,-1.0,1
56,M,African-American,Male,4,-50.0,1
46,M,Caucasian,Female,0,0.0,0
52,F,Caucasian,Female,23,-62.0,1
29,F,African-American,Male,7,-1.0,1
22,F,African-American,Female,0,-2.0,0
32,F,Hispanic,Male,1,-47.0,0
39,F,African-American,Male,8,-1.0,0
35,F,African-American,Male,9,-1.0,0
26,M,African-American,Male,1,0.0,0
